years_experience,skills_match_score,education_level,project_count,resume_length
8,76.6,1,12,520
12,88.7,2,22,631
2,61.7,3,18,337
6,93.5,1,8,684
15,57.2,2,19,865
5,72.9,1,9,430
6,50.2,0,12,370
13,85.7,0,16,633
4,73.9,1,5,438
12,54.8,1,11,564
11,57.0,1,10,670
5,46.7,2,10,557
11,80.0,1,7,672
9,75.0,1,13,749
13,100.0,3,15,626
6,66.7,2,5,462
10,77.6,1,15,725
11,95.5,3,11,708
11,79.6,2,12,678
3,60.2,2,6,555
10,65.4,0,9,793
13,57.5,1,12,651
0,86.2,2,3,328
15,63.8,2,16,900
2,80.3,0,5,527
2,57.2,0,8,496
3,93.2,1,9,346
4,64.8,1,4,431
15,81.3,2,15,840
4,85.2,2,7,535
4,68.6,1,8,569
12,100.0,2,11,684
15,67.1,2,12,780
1,79.7,1,5,168
4,60.6,0,6,463
8,55.5,2,11,499
13,100.0,2,18,900
13,88.6,3,22,862
8,68.3,3,11,604
7,85.4,3,17,467
5,76.6,3,11,718
8,90.3,1,14,403
13,99.4,1,10,664
0,43.8,1,7,150
7,59.5,3,13,431
9,98.5,3,17,553
12,76.0,2,19,878
12,73.7,3,10,786
4,91.9,2,8,664
8,75.1,0,9,545
2,76.7,2,9,520
1,70.6,1,5,541
10,71.4,3,10,696
1,71.3,1,4,436
2,69.8,0,4,320
2,52.8,2,5,246
8,59.3,1,12,669
4,60.0,1,7,284
7,100.0,2,14,472
4,53.1,1,6,599
8,86.4,2,13,489
13,100.0,2,17,569
15,82.8,2,25,900
8,57.1,3,14,688
15,80.6,1,10,900
2,40.1,1,6,328
5,66.4,1,3,591
2,32.3,1,7,295
15,97.1,2,19,840
12,79.4,1,17,689
2,40.9,2,10,481
3,84.5,2,7,177
2,67.4,2,10,288
7,86.0,2,8,724
3,68.0,3,11,391
7,49.5,1,10,510
2,71.4,2,4,349
15,99.8,1,25,812
15,58.9,1,16,867
2,60.3,1,7,519
15,77.0,2,11,900
0,86.0,2,6,306
3,49.3,1,10,266
5,77.1,1,5,317
6,66.1,1,12,514
8,51.3,1,6,624
2,55.6,1,4,403
0,55.1,1,1,511
0,62.9,2,8,307
9,51.8,1,18,642
15,58.5,0,11,788
9,90.9,3,11,555
13,88.0,2,11,553
11,100.0,3,11,522
10,58.6,1,10,488
10,69.2,2,15,741
5,55.9,1,8,301
6,69.6,2,11,785
3,63.0,0,11,396
7,62.2,3,14,505
13,100.0,2,19,656
5,75.7,2,7,393
13,64.6,2,12,819
3,63.6,1,13,401
13,71.5,1,15,652
5,80.8,1,12,461
7,74.5,2,11,618
12,67.8,1,17,764
12,79.0,2,12,539
4,87.3,1,7,567
2,61.9,1,8,178
5,70.7,1,9,470
15,100.0,1,22,832
10,69.2,2,15,528
12,84.3,1,15,900
15,96.6,2,20,892
4,70.0,3,7,150
12,85.0,3,11,502
7,71.9,2,11,529
13,81.3,1,21,794
1,47.9,1,8,509
4,29.2,2,6,276
5,67.2,2,9,609
11,73.6,2,8,310
8,69.6,2,8,532
2,63.3,0,2,481
9,98.8,1,9,459
9,70.3,2,17,614
14,56.9,1,10,582
13,73.4,1,17,900
12,66.2,2,17,602
8,84.1,3,13,492
15,79.9,1,13,711
9,100.0,2,16,391
11,75.3,1,7,817
0,51.9,2,5,476
11,90.3,1,6,343
1,67.7,1,8,464
8,75.7,1,14,397
6,54.7,1,7,425
7,63.7,2,10,564
9,88.2,2,19,661
3,45.2,2,7,245
14,74.3,2,20,738
5,80.1,1,4,573
12,75.7,2,8,792
12,97.3,2,7,900
2,88.2,2,7,501
8,75.5,2,17,535
7,52.0,1,11,633
10,90.2,1,14,493
10,70.7,2,15,628
10,96.8,2,11,572
10,51.6,1,18,444
3,56.4,1,8,687
15,80.5,2,14,888
2,97.9,2,9,359
3,63.6,1,8,374
8,59.4,0,11,541
2,57.4,1,9,623
1,76.5,2,10,374
3,62.4,1,6,539
15,79.5,2,15,832
0,54.8,1,4,336
3,72.7,1,5,318
5,39.3,1,3,590
0,57.5,2,7,317
11,67.3,2,17,410
4,79.1,1,11,532
5,59.4,0,7,343
6,61.8,1,11,620
1,89.4,1,3,403
14,81.6,1,16,648
11,66.3,2,10,731
14,100.0,2,11,879
8,63.1,1,9,660
12,90.6,1,14,586
7,91.2,2,14,599
12,87.0,1,18,761
7,77.6,1,10,396
1,79.4,2,7,406
9,71.2,1,10,635
6,64.6,0,3,547
5,67.4,2,10,684
9,56.8,1,9,800
0,57.6,2,10,213
1,49.7,2,3,309
6,65.5,1,7,622
10,76.2,1,8,677
12,90.4,1,17,875
15,100.0,3,15,755
0,38.3,3,4,150
2,81.3,2,9,370
8,71.2,1,4,608
5,76.4,2,6,385
6,75.7,1,10,591
12,72.7,1,13,386
9,77.4,2,11,817
15,80.0,1,18,746
12,77.6,1,16,700
6,93.5,1,13,578
3,57.0,3,7,423
12,90.3,1,13,742
1,55.0,2,2,367
15,95.4,1,16,719
7,80.0,1,8,718
11,70.3,2,14,528
2,68.7,1,3,341
11,99.9,1,14,599
12,67.5,2,12,685
4,73.1,1,7,380
1,76.2,1,4,344
13,92.4,2,16,900
6,95.0,2,8,465
14,95.4,2,13,742
0,69.5,1,5,270
11,84.7,1,11,754
15,100.0,3,13,893
5,76.8,2,8,344
5,67.6,1,8,483
15,100.0,1,23,900
8,71.5,2,10,576
3,91.7,1,3,497
11,100.0,2,15,682
11,82.0,2,14,805
12,77.6,2,14,621
11,83.5,2,17,765
12,100.0,2,14,622
12,73.9,1,12,583
9,91.6,3,18,767
13,100.0,0,12,730
1,60.8,2,7,241
0,46.5,0,2,330
9,72.3,1,14,765
8,81.5,2,12,535
5,73.7,1,10,536
10,82.4,1,15,489
12,83.4,1,17,705
3,51.9,1,3,491
12,90.6,1,20,750
6,70.4,1,6,506
7,63.6,1,11,447
1,66.9,1,4,308
13,86.5,1,17,900
10,69.7,2,13,591
4,84.2,1,9,708
3,64.4,2,7,552
3,42.3,0,5,499
5,62.6,1,8,416
6,77.3,2,18,411
12,100.0,1,10,862
13,96.9,1,13,757
14,96.3,2,11,863
8,78.6,2,12,635
5,99.6,2,13,608
14,65.6,1,12,698
8,100.0,3,11,500
9,78.0,1,14,870
15,100.0,2,10,711
2,47.2,2,3,322
3,65.7,1,8,626
9,50.4,0,8,552
4,68.8,1,4,517
2,66.0,0,3,690
5,80.1,2,6,553
5,76.0,1,9,179
4,71.9,0,9,605
8,64.4,1,12,435
7,50.0,1,9,300
10,73.4,1,11,689
5,81.4,1,7,743
0,63.8,1,5,434
13,55.5,3,18,750
1,61.9,3,6,561
4,67.5,1,5,431
0,53.3,2,6,427
5,81.6,0,3,625
4,64.4,3,13,440
2,65.6,1,8,454
7,89.9,2,8,328
5,81.0,1,7,437
4,53.8,2,12,553
13,100.0,0,11,636
4,75.9,1,11,474
14,100.0,0,20,719
3,75.9,1,11,431
15,86.2,1,12,787
13,76.3,1,16,896
14,77.1,1,14,763
2,57.1,1,8,441
10,85.3,2,12,554
9,45.4,0,9,565
12,89.8,1,11,797
3,60.8,2,11,375
15,99.5,3,17,821
9,59.3,3,11,561
2,62.8,1,9,458
2,68.2,0,3,476
12,65.2,3,18,818
9,90.8,1,18,713
1,71.3,0,3,316
4,75.4,2,9,495
10,73.4,1,12,539
11,66.4,1,9,647
3,62.2,1,8,313
9,60.1,1,11,559
15,62.0,1,16,900
13,61.7,1,12,829
13,89.6,1,10,791
15,63.2,2,10,791
13,75.0,2,10,528
8,70.7,3,14,469
14,69.9,0,13,900
6,53.9,2,11,540
6,66.7,2,12,296
15,92.2,2,20,900
15,100.0,1,12,802
5,82.8,1,4,538
4,30.5,2,7,367
6,65.3,0,11,406
7,80.4,2,8,409
11,86.0,2,13,553
0,58.2,3,6,315
12,81.3,1,16,644
15,83.8,1,17,719
2,27.8,2,6,362
0,66.3,2,6,222
4,68.6,1,8,368
5,78.5,2,9,441
9,75.9,3,9,723
1,46.7,2,8,527
2,42.3,0,3,221
13,96.0,2,15,723
8,93.1,1,7,536
7,63.2,2,7,678
8,73.3,2,8,533
12,79.8,1,10,578
0,53.5,2,9,286
0,84.7,0,4,363
7,70.0,2,9,435
14,100.0,2,17,697
15,67.0,1,11,819
3,69.1,2,5,286
13,88.4,1,9,733
4,71.6,1,5,470
13,88.5,3,17,629
8,47.6,2,6,575
8,79.9,2,10,694
8,72.3,1,13,576
8,85.1,2,12,484
9,56.1,2,13,469
15,100.0,1,17,892
4,63.4,2,8,556
0,44.9,2,5,432
9,92.0,1,14,541
14,100.0,3,15,709
14,70.2,0,15,789
11,82.7,2,11,683
15,77.4,1,22,776
13,79.7,3,16,900
6,77.7,1,9,573
14,81.5,0,16,759
3,45.5,2,7,541
1,54.8,2,4,407
0,63.6,2,12,492
11,88.9,1,8,746
7,81.5,3,14,707
3,62.3,3,12,421
1,56.0,2,6,644
13,92.2,1,14,765
4,77.9,1,8,335
4,90.9,2,8,448
9,92.7,1,12,543
4,10.6,3,9,289
13,92.3,2,10,900
11,56.3,3,18,501
12,100.0,2,17,900
15,85.8,0,13,900
2,72.8,2,7,414
12,90.9,0,14,549
1,37.1,2,11,449
1,77.0,1,4,229
13,100.0,1,16,852
9,71.9,0,15,615
9,81.3,2,8,728
15,100.0,1,14,900
2,57.6,2,10,351
11,100.0,2,9,706
11,86.9,2,10,731
10,74.4,1,11,691
4,51.4,0,3,524
11,100.0,1,13,581
9,75.7,1,18,711
3,73.9,0,6,225
7,61.5,1,19,498
9,82.1,3,13,640
1,50.5,1,8,571
4,64.9,1,5,358
0,74.1,1,4,338
3,61.2,2,8,425
0,45.7,2,5,262
15,100.0,3,11,736
1,69.6,1,6,244
8,81.3,1,11,611
4,73.2,1,7,587
6,79.3,2,13,503
6,84.0,2,12,552
12,98.1,2,13,900
8,68.6,0,5,594
4,77.8,3,2,525
5,50.4,1,9,496
14,87.9,3,14,871
10,75.9,2,18,772
1,32.8,0,5,350
5,84.0,1,9,589
1,81.3,2,2,264
3,90.2,3,12,541
8,86.5,1,15,613
1,73.0,2,9,407
5,72.7,2,12,528
13,73.4,1,22,705
11,95.3,2,9,783
15,57.7,3,15,856
5,96.2,2,6,518
13,85.2,2,16,771
8,72.6,1,6,715
15,83.3,0,9,781
12,64.5,1,13,636
6,90.1,2,11,615
6,100.0,1,7,446
14,96.1,2,12,900
0,91.8,2,15,327
4,74.1,1,9,506
8,87.5,3,11,620
9,55.8,2,9,742
2,79.5,1,1,444
6,80.3,3,9,621
15,100.0,3,16,795
2,47.4,1,8,339
9,78.7,2,12,718
14,58.9,2,16,802
7,93.7,2,14,465
8,81.5,0,14,469
15,84.5,1,24,804
7,70.1,0,4,463
11,65.8,1,19,515
8,73.3,1,10,574
15,100.0,2,20,624
14,87.8,1,22,778
13,81.7,1,11,616
3,52.1,2,7,517
13,89.7,2,12,769
15,94.4,2,12,698
4,46.1,2,8,464
9,94.5,2,16,469
8,61.8,2,10,595
8,81.3,2,12,752
9,94.4,2,12,547
14,100.0,2,16,817
5,68.2,0,8,424
6,58.2,1,9,441
6,78.4,2,15,710
7,73.6,0,9,627
9,100.0,2,9,494
4,74.7,2,11,497
4,56.5,1,10,602
3,89.4,2,8,469
0,65.3,2,7,533
4,65.7,1,13,299
3,65.0,1,8,365
4,90.1,2,6,467
5,60.1,0,5,416
2,72.6,2,6,420
6,71.6,2,10,571
14,89.3,1,17,697
2,54.9,1,9,335
7,75.0,2,15,640
2,77.8,2,10,308
4,82.6,3,6,580
7,76.3,2,7,625
7,63.7,1,13,578
13,77.6,3,13,747
5,73.8,1,16,559
0,98.6,2,10,252
0,51.3,1,4,280
4,47.5,1,8,432
5,78.6,0,7,596
15,100.0,2,13,838
0,71.2,1,5,306
13,76.6,1,8,900
15,73.2,2,19,900
11,84.4,2,12,654
9,92.3,1,12,684
6,70.6,1,9,585
14,81.3,2,16,870
7,77.2,2,3,565
3,95.5,3,7,375
2,77.9,1,8,202
10,99.4,3,14,579
2,38.6,0,7,456
5,73.0,3,7,352
0,43.3,3,3,280
9,68.2,0,7,677
5,64.2,2,14,474
7,69.5,2,13,488
2,71.2,3,7,501
15,71.1,2,21,699
13,66.0,1,23,627
9,57.4,2,13,565
14,100.0,1,20,676
11,100.0,2,16,573
14,68.8,1,15,600
14,66.6,2,21,854
10,100.0,2,16,799
7,86.1,1,10,492
8,53.5,2,9,707
2,84.2,2,8,468
13,93.8,0,9,690
1,41.9,2,8,378
2,60.6,2,15,404
4,59.3,1,7,523
0,78.5,3,7,296
7,83.6,1,12,512
1,31.1,1,4,345
12,79.8,2,11,499
2,69.3,2,10,268
5,67.3,3,8,314
11,79.6,0,16,599
10,100.0,1,15,583
3,59.6,2,6,467
1,59.2,3,6,299
10,57.8,2,11,772
10,96.8,3,14,719
8,80.5,1,15,433
8,95.9,0,7,422
3,63.4,2,6,418
9,82.4,2,8,593
15,93.8,1,11,889
13,80.1,2,18,620
1,66.5,0,6,434
15,90.7,2,15,676
8,71.1,1,10,560
6,92.1,2,11,404
13,92.1,2,14,841
6,98.4,2,11,533
2,96.4,2,3,382
10,100.0,2,14,855
8,78.3,3,15,810
14,68.8,0,17,891
6,78.6,2,9,522
14,98.5,2,17,724
11,93.5,2,8,806
0,61.1,1,4,242
4,53.7,1,6,498
15,97.4,0,11,685
1,71.7,3,13,599
14,100.0,2,19,806
11,96.8,3,10,622
11,69.4,2,15,805
5,60.2,1,11,442
8,99.2,3,10,687
6,76.7,0,9,618
2,59.7,2,6,405
2,72.6,0,2,353
3,65.1,2,10,530
6,72.4,1,4,229
4,48.7,1,6,420
7,71.1,1,12,519
0,55.6,1,8,366
15,100.0,3,16,803
12,86.4,1,11,705
4,92.5,2,10,176
5,86.3,3,12,657
10,100.0,2,12,668
15,77.6,1,17,707
13,89.6,0,16,724
5,47.3,1,10,449
8,76.6,1,14,789
4,65.9,2,4,350
12,93.2,1,12,817
1,49.8,2,6,219
3,58.0,2,6,491
15,48.5,2,17,659
8,84.3,2,16,484
10,87.4,1,15,555
7,55.3,0,14,662
5,64.5,2,8,559
7,82.5,1,9,655
12,78.3,0,8,799
11,68.1,2,16,671
15,92.6,1,15,754
9,100.0,1,16,665
8,75.7,1,24,594
7,82.6,1,10,499
5,53.8,2,10,453
8,83.5,1,10,425
5,28.3,1,5,561
11,85.7,1,10,524
13,73.4,1,14,773
14,92.9,3,16,746
14,89.8,1,5,900
7,59.3,2,14,608
6,76.8,1,8,564
9,83.7,3,13,542
1,45.6,1,2,432
11,90.9,0,16,692
0,23.6,2,7,209
11,70.9,1,23,769
3,60.3,2,11,447
5,37.0,1,7,683
3,68.9,1,8,409
8,77.6,1,13,468
5,64.5,2,15,430
3,81.6,1,3,565
10,76.8,1,14,900
5,60.5,1,7,431
6,76.5,1,11,572
13,72.9,1,9,678
3,73.1,2,8,645
11,98.7,3,16,514
15,73.8,1,21,810
4,79.8,2,10,507
12,88.0,0,12,688
3,57.4,2,15,563
11,77.8,2,16,707
6,75.7,1,9,437
8,89.6,1,10,560
13,76.4,0,18,848
2,53.1,2,6,548
13,100.0,3,17,883
11,79.3,1,17,781
7,55.1,3,18,394
5,58.5,1,8,703
9,91.7,3,10,572
2,50.8,1,4,380
12,100.0,2,16,569
11,100.0,2,17,733
15,76.2,2,21,816
6,79.7,2,7,475
6,53.5,1,11,612
15,59.3,2,24,727
10,76.3,1,8,595
1,42.2,1,8,216
6,90.8,1,9,508
12,100.0,3,17,747
14,86.6,3,20,704
0,60.4,1,6,456
6,75.4,1,9,406
9,71.1,2,12,720
3,43.5,3,10,466
13,79.7,1,9,747
11,85.5,2,17,678
0,65.2,2,6,251
2,83.4,1,11,247
6,66.7,2,12,321
7,84.8,1,6,611
2,42.3,2,3,430
13,91.6,1,10,823
13,98.8,1,13,826
7,57.7,2,13,431
6,68.5,0,7,555
4,77.2,2,9,415
8,79.5,1,13,520
12,77.2,1,9,782
6,83.8,2,8,509
3,44.6,2,5,440
3,64.3,1,7,476
10,86.2,0,10,518
13,66.6,1,13,825
3,70.3,2,7,538
13,75.2,1,14,820
8,92.1,2,7,718
6,79.5,3,13,642
6,74.4,1,13,599
6,57.9,3,6,704
1,65.5,2,5,404
14,91.4,1,11,705
15,70.0,1,12,853
3,52.3,0,4,614
1,68.7,3,6,403
10,47.9,1,10,836
11,83.9,2,12,599
9,97.0,2,9,690
2,61.2,1,10,309
6,65.8,1,10,489
13,84.8,1,16,700
3,76.3,1,6,467
0,66.3,2,3,256
5,72.2,2,14,532
7,91.2,1,9,754
13,84.9,1,20,762
9,94.7,3,9,785
9,72.0,2,11,678
3,70.9,3,6,269
4,80.4,2,9,588
0,58.9,1,8,420
2,75.3,2,8,551
6,96.8,2,7,545
5,57.8,0,5,660
5,73.1,1,7,448
7,100.0,1,10,487
11,72.0,2,9,900
2,80.9,1,4,440
0,66.9,1,10,457
4,89.5,2,5,427
3,64.2,3,7,490
8,59.9,1,6,733
4,66.5,2,10,503
13,71.5,2,11,680
10,73.2,1,10,595
13,87.8,1,18,593
4,57.6,1,13,370
5,69.5,3,7,378
1,75.3,1,7,383
1,53.6,2,8,191
5,81.1,1,11,446
8,85.1,2,14,789
7,78.2,3,12,558
10,72.2,1,10,617
8,81.6,2,10,456
15,57.2,1,18,843
4,61.7,2,7,467
10,77.0,1,14,702
14,74.0,0,9,794
0,79.7,1,2,361
15,83.9,3,18,878
9,90.4,3,11,414
9,82.3,1,14,402
1,53.5,1,6,382
10,100.0,3,18,686
15,52.8,2,20,419
9,100.0,2,9,503
15,87.6,2,14,544
0,50.3,2,6,348
2,98.0,2,9,345
8,67.6,3,14,656
7,94.5,2,8,500
8,79.2,3,11,415
15,59.9,2,21,900
11,97.6,1,15,678
8,94.8,1,14,477
1,49.0,1,9,457
5,44.8,1,6,560
11,83.4,0,13,656
7,100.0,3,14,481
2,51.3,0,2,199
14,91.1,3,10,640
9,67.3,2,6,657
11,72.2,1,14,551
8,90.9,1,8,695
8,64.5,2,15,340
8,99.0,1,11,735
6,66.4,1,12,502
1,69.7,3,13,428
6,66.6,1,10,540
8,79.4,2,9,879
3,59.0,3,9,276
7,74.0,0,7,558
2,67.8,2,7,508
7,54.0,1,7,661
2,66.1,2,5,463
2,63.9,1,2,369
13,88.6,2,14,749
9,87.3,1,11,743
1,45.9,3,7,552
2,56.7,0,7,385
9,61.1,2,7,693
6,92.9,1,12,649
1,63.2,1,8,269
2,37.0,1,9,239
9,71.3,2,8,537
1,25.1,2,4,390
0,64.3,3,8,283
1,66.8,2,9,261
5,82.4,3,10,586
12,87.8,2,16,524
4,36.3,1,3,546
15,100.0,3,18,739
15,83.3,2,18,817
0,72.7,2,8,338
14,83.6,0,8,673
6,73.5,1,10,336
1,55.0,1,5,570
7,85.3,1,11,418
9,71.2,2,9,679
5,61.9,2,14,532
6,54.8,1,14,605
13,81.8,3,14,677
15,91.0,1,10,853
10,79.2,1,12,726
3,54.8,1,5,503
13,100.0,1,13,687
6,58.0,3,14,726
2,71.7,1,3,345
5,68.3,1,10,468
4,46.3,1,12,304
9,77.5,1,14,476
12,86.3,2,17,698
1,28.5,2,3,223
12,76.7,1,14,694
5,66.2,1,6,374
4,78.3,2,2,500
3,65.9,2,9,567
8,95.5,1,9,596
1,50.9,3,6,338
15,76.3,3,17,672
4,78.3,1,10,277
4,63.0,2,6,440
0,52.2,1,4,302
7,54.6,1,9,520
11,100.0,2,17,716
3,84.8,2,3,356
13,71.1,0,13,651
13,93.0,3,9,864
6,84.6,1,12,470
9,88.0,3,24,375
14,100.0,2,17,680
6,49.9,0,10,680
5,67.3,2,9,429
15,100.0,1,20,726
15,99.6,2,16,699
4,89.7,2,9,527
5,57.8,1,15,304
11,79.6,2,11,743
3,89.9,2,13,469
8,73.1,1,12,450
15,73.4,1,18,820
5,86.0,2,9,494
0,92.7,2,4,348
3,17.8,1,9,426
13,92.8,1,13,606
9,65.2,1,18,584
10,79.7,2,14,476
7,80.1,2,15,641
9,70.0,0,10,803
9,88.3,1,7,709
7,88.9,2,11,536
11,92.2,2,15,664
5,62.8,1,8,551
2,44.9,0,2,210
6,74.4,2,11,325
13,88.8,3,15,638
1,68.1,2,7,200
0,59.1,2,9,537
8,77.4,1,12,628
11,73.0,2,14,630
15,81.1,1,16,751
11,49.5,1,10,714
13,100.0,2,16,763
10,82.5,1,8,772
5,79.2,1,8,563
0,68.9,1,5,345
0,80.8,1,7,458
1,62.8,2,6,425
13,73.8,2,17,701
9,96.5,2,15,504
6,66.6,3,11,495
9,100.0,2,6,706
5,62.0,1,8,702
3,78.0,2,8,371
13,97.4,2,22,774
1,80.6,2,8,391
6,59.6,1,8,300
6,80.0,1,6,522
3,46.3,1,5,602
8,79.4,1,8,296
15,86.0,2,19,878
12,100.0,3,12,771
5,59.0,2,9,697
15,74.6,1,14,862
13,81.2,1,16,900
1,73.0,1,9,272
10,81.8,3,14,619
13,100.0,2,18,801
10,66.8,1,18,543
8,86.7,1,13,518
4,73.6,2,8,487
8,44.5,0,9,566
5,87.4,3,16,491
15,100.0,1,21,900
14,100.0,2,16,828
14,100.0,2,16,876
6,42.5,0,9,687
7,62.1,3,15,599
6,72.9,3,11,492
9,67.9,0,9,548
6,73.9,0,5,555
14,100.0,2,15,711
12,74.8,3,11,336
7,68.1,3,14,621
13,79.2,1,20,880
11,99.4,1,15,616
5,48.0,2,7,392
9,96.9,2,13,672
13,83.5,2,23,840
14,100.0,3,12,816
2,60.3,0,4,441
3,62.7,2,12,582
2,55.3,0,5,392
7,98.9,2,6,538
14,90.9,2,12,763
5,77.2,2,13,564
10,43.7,2,15,900
5,65.9,0,4,379
14,74.8,2,13,880
13,80.5,2,12,680
3,80.8,1,9,389
12,57.6,1,11,900
6,68.3,2,13,399
5,80.5,1,10,515
4,67.4,1,10,343
1,71.0,2,7,602
14,97.2,3,16,676
0,45.8,2,7,420
8,93.7,2,13,708
5,58.3,2,15,569
7,68.4,2,10,478
10,83.3,1,15,485
12,72.4,0,12,800
2,49.9,1,4,501
0,44.9,2,8,396
9,100.0,1,16,395
15,74.4,0,17,769
7,84.7,2,6,519
8,99.7,1,8,491
4,73.8,0,8,409
8,76.5,1,13,584
11,95.6,2,10,608
13,97.2,0,18,726
12,74.7,2,13,491
3,68.4,1,8,372
6,61.8,2,11,460
0,86.7,1,9,266
11,85.6,2,15,568
11,47.1,1,13,688
14,84.6,1,20,789
12,92.0,1,11,620
6,91.7,3,9,513
9,70.5,1,9,683
8,57.8,1,6,599
11,84.7,3,15,473
15,58.4,1,13,761
15,98.6,3,17,745
8,63.9,1,10,584
13,100.0,2,16,747
12,68.0,1,18,770
2,57.4,3,4,301
2,94.2,2,6,526
2,44.6,2,10,359
9,85.2,2,16,624
8,46.7,0,5,573
1,73.1,2,6,214
8,82.8,2,15,463
2,74.5,2,11,406
15,93.7,1,17,679
3,51.7,1,8,629
7,79.8,2,6,317
5,47.8,1,7,427
12,72.4,2,11,812
3,92.5,3,12,387
7,46.5,0,18,652
11,81.5,2,15,716
5,88.5,2,6,303
13,69.0,2,14,617
8,100.0,3,10,767
0,38.4,3,9,424
4,68.7,1,8,612
15,78.1,2,13,588
0,67.1,3,13,153
9,81.9,1,11,782
14,63.4,0,10,788
7,77.0,2,6,394
8,80.7,2,15,594
5,58.7,2,13,267
9,95.5,0,9,545
5,54.1,2,11,441
3,57.4,2,13,519
14,70.9,1,9,724
0,60.8,1,5,464
5,87.0,3,10,588
5,80.9,1,7,414
5,83.4,3,6,448
3,73.6,1,8,745
12,62.1,1,15,814
11,68.8,1,10,820
14,83.4,2,8,759
0,65.8,2,5,306
12,83.8,1,15,720
10,60.8,2,21,392
14,70.9,1,20,823
2,64.5,0,12,511
6,81.2,2,7,645
2,53.4,1,11,572
13,93.2,1,19,760
4,68.1,3,13,333
3,49.3,1,7,423
9,52.6,1,17,530
9,59.9,2,13,596
11,100.0,1,17,894
12,86.9,2,22,820
4,87.4,2,10,421
6,62.9,2,12,667
1,60.5,3,10,293
8,55.7,0,12,705
3,46.6,1,6,472
12,54.7,0,17,664
3,65.8,3,10,555
12,100.0,3,11,900
9,72.3,2,10,517
4,79.3,2,15,387
3,50.8,1,10,434
13,88.9,0,13,538
7,69.5,3,17,448
5,59.6,1,7,372
11,75.0,1,11,653
8,88.8,2,12,315
14,94.6,1,10,900
8,84.2,2,9,438
9,88.7,2,17,765
3,56.9,0,4,300
0,73.9,1,2,444
9,77.9,2,8,526
1,65.4,2,6,306
15,98.3,1,15,759
4,55.7,0,4,388
3,73.9,3,4,716
9,86.7,1,9,643
11,76.4,1,16,631
14,72.2,0,16,854
2,70.8,1,7,453
12,61.0,2,14,767
4,67.1,0,3,639
12,100.0,3,20,438
2,57.9,2,14,406
12,84.4,1,12,723
11,56.2,2,20,681
6,72.1,1,7,518
13,91.8,3,14,716
1,100.0,2,6,711
8,84.7,2,11,603
1,41.1,2,9,423
15,85.0,2,16,789
1,57.2,2,6,465
8,86.4,1,12,526
3,52.3,0,5,731
0,49.8,3,5,376
15,72.4,0,20,761
8,26.0,1,10,637
7,57.2,1,9,558
6,65.2,2,9,830
15,100.0,3,12,723
10,55.2,2,15,504
1,65.2,0,6,378
0,64.6,0,2,483
8,86.6,2,11,693
5,54.0,2,9,484
3,68.3,1,4,472
9,64.1,1,8,709
4,86.4,2,8,411
13,83.6,3,16,900
15,58.9,1,12,647
13,92.6,1,15,696
5,100.0,3,16,468
8,99.7,2,7,441
3,61.3,0,8,579
4,81.2,3,11,403
3,53.0,1,5,375
11,83.2,0,11,815
13,79.1,1,18,722
10,95.2,2,14,352
2,48.2,1,5,424
4,81.7,2,3,317
1,78.8,2,8,404
14,100.0,1,14,731
7,100.0,2,7,825
4,56.2,1,9,699
8,90.9,2,10,646
5,52.1,1,7,572
1,70.3,2,7,234
6,84.9,2,15,317
10,76.4,2,13,655
11,93.6,2,11,576
12,85.6,1,16,822
13,100.0,1,11,675
8,72.9,1,11,485
13,61.4,2,17,790
3,66.7,2,5,262
0,58.5,1,8,270
9,89.8,2,13,412
1,66.5,1,5,412
15,82.7,1,8,823
8,61.3,1,9,703
6,67.4,2,9,558
0,60.2,1,8,150
14,100.0,3,15,634
10,62.5,2,12,701
10,88.7,1,14,633
13,84.4,1,17,735
10,86.0,2,17,582
15,92.3,1,25,853
1,59.9,1,4,256
12,63.5,0,20,675
12,88.4,2,13,779
9,100.0,2,11,520
9,65.1,2,10,759
14,74.0,2,17,900
3,48.0,2,8,318
7,87.4,3,15,288
12,95.8,1,15,722
4,71.2,2,9,567
9,75.5,2,13,622
0,66.4,2,2,220
5,100.0,2,10,515
3,60.0,2,5,330
5,57.3,2,6,288
9,67.2,1,12,724
6,50.4,0,9,495
8,67.1,2,8,733
9,70.9,1,10,761
4,71.7,1,14,235
10,85.7,1,16,523
1,79.2,1,6,373
8,80.0,2,10,435
2,42.1,2,7,418
6,55.2,1,12,313
0,49.4,2,7,421
5,79.9,0,11,338
9,76.6,1,6,761
10,100.0,3,12,647
8,80.2,0,9,545
7,71.8,2,6,655
8,62.5,0,9,572
10,89.9,1,23,658
0,74.5,1,3,225
11,100.0,1,8,686
5,50.3,1,13,433
12,78.7,1,14,691
11,69.0,3,13,724
6,80.0,1,10,586
0,72.1,2,12,399
13,66.2,2,13,773
6,47.6,1,10,436
0,31.0,1,6,264
6,49.6,0,6,469
8,60.0,3,13,377
0,30.8,1,4,433
1,74.6,3,12,150
13,69.5,1,14,632
3,69.9,0,6,455
5,61.3,1,12,578
5,67.5,3,5,375
3,74.2,2,7,411
9,100.0,3,14,523
7,86.7,1,9,398
7,81.5,2,11,591
1,49.9,1,4,150
1,65.3,0,5,278
2,41.2,1,11,295
3,55.2,3,8,377
10,83.9,2,13,764
8,77.4,2,16,687
0,67.4,2,5,213
13,85.7,2,24,831
12,87.0,2,17,465
